SEQENCE_ID                     TM SP PREDICTION
cgd4_2800-RA-p1                 2  0 o55-83i128-149o
cgd4_2810-RA-p1                 0  Y n7-18c23/24o
cgd4_2820-RA-p1                 0  0 o
cgd4_2830-RA-p1                 0  0 o
cgd4_2840-RA-p1                 0  0 o
cgd4_2850-RA-p1                 0  0 o
cgd4_2860-RA-p1                 0  0 o
cgd4_2870-RA-p1                11  Y n13-23c28/29o67-90i97-113o119-141i162-186o239-261i326-346o366-386i393-413o425-445i457-478o484-505i
cgd4_2880-RA-p1                 0  0 o
cgd4_2890-RA-p1                 8  0 o32-52i59-80o92-112i124-146o152-170i223-241o272-292i362-382o
cgd4_290-RA-p1                  0  0 o
cgd4_2900-RA-p1                 8  0 o4127-4146i4847-4869o6782-6799i7261-7281o8362-8382i8493-8514o12276-12299i12416-12435o
cgd4_2910-RA-p1                 0  0 o
cgd4_2920-RA-p1                 0  0 o
cgd4_2930-RA-p1                 0  0 o
cgd4_2940-RA-p1                 0  0 o
cgd4_2950-RA-p1                 0  0 o
cgd4_2960-RA-p1                 0  0 o
cgd4_2970-RA-p1                 1  0 i20-38o
cgd4_2980-RA-p1                 0  0 o
cgd4_2990-RA-p1                 3  0 i93-114o126-143i175-196o
cgd4_30-RA-p1                   2  0 i145-169o244-262i
cgd4_300-RA-p1                  0  Y n15-22c27/28o
cgd4_3000-RA-p1                 0  0 o
cgd4_3010-RA-p1                 0  0 o
cgd4_3020-RA-p1                 0  Y n8-19c25/26o
cgd4_3030-RA-p1                 0  Y n4-15c19/20o
cgd4_3040-RA-p1                 0  0 o
cgd4_3050-RA-p1                 0  0 o
cgd4_3060-RA-p1                 3  0 o12-36i83-102o108-129i
cgd4_3070-RA-p1                 1  0 o12-30i
cgd4_3080-RA-p1                 0  0 o
cgd4_3090-RA-p1                 0  Y n4-15c22/23o
cgd4_31-RA-p1                   0  0 o
cgd4_310-RA-p1                  0  0 o
cgd4_3100-RA-p1                 0  0 o
cgd4_3110-RA-p1                10  0 i80-100o112-132i250-271o277-295i302-319o325-345i366-389o401-422i429-450o456-475i
cgd4_3120-RA-p1                11  Y n4-14c19/20o108-130i142-158o178-198i205-224o230-250i323-346o352-370i391-412o418-435i447-470o482-504i
cgd4_3130-RA-p1                 0  0 o
cgd4_3140-RA-p1                 0  0 o
cgd4_3150-RA-p1                 0  0 o
cgd4_3160-RA-p1                 0  0 o
cgd4_3170-RA-p1                 0  0 o
cgd4_3180-RA-p1                 0  0 o
cgd4_3190-RA-p1                 0  0 o
cgd4_3193-RA-p1                 0  0 o
cgd4_32-RA-p1                   0  0 o
cgd4_320-RA-p1                  0  0 o
cgd4_3200-RA-p1                 0  0 o
cgd4_3210-RA-p1                 0  0 o
cgd4_3220-RA-p1                 0  0 i
cgd4_3230-RA-p1                 0  Y n5-13c18/19o
cgd4_3240-RA-p1                 0  0 i
cgd4_3250-RA-p1                 0  0 o
cgd4_3260-RA-p1                 0  0 o
cgd4_3270-RA-p1                 0  0 o
cgd4_3280-RA-p1                 0  0 o
cgd4_3290-RA-p1                 0  0 o
cgd4_330-RA-p1                  0  0 o
cgd4_3300-RA-p1                 0  0 o
cgd4_3310-RA-p1                 0  0 o
cgd4_3313-RA-p1                 0  0 o
cgd4_3320-RA-p1                 0  0 o
cgd4_3330-RA-p1                 1  0 o365-383i
cgd4_3340-RA-p1                 0  0 o
cgd4_3350-RA-p1                 0  0 o
cgd4_3360-RA-p1                 0  0 o
cgd4_3370-RA-p1                 0  0 o
cgd4_3380-RA-p1                 0  0 o
cgd4_3390-RA-p1                 0  0 o
cgd4_340-RA-p1                  1  0 i178-195o
cgd4_3400-RA-p1                 0  Y n6-17c22/23o
cgd4_3410-RA-p1                 0  0 o
cgd4_3420-RA-p1                 0  0 o
cgd4_3430-RA-p1                 0  Y n4-15c23/24o
cgd4_3440-RA-p1                 1  Y n15-26c31/32o506-525i
cgd4_3450-RA-p1                 0  Y n12-20c28/29o
cgd4_3460-RA-p1                 0  Y n8-20c25/26o
cgd4_3470-RA-p1                 1  Y n7-17c21/22o399-421i
cgd4_3480-RA-p1                 1  Y n7-18c23/24o335-361i
cgd4_3490-RA-p1                 1  0 i7-25o
cgd4_350-RA-p1                  7  0 o20-43i55-78o98-119i126-144o150-172i184-203o215-234i
cgd4_3500-RA-p1                 0  Y n8-21c26/27o
cgd4_3510-RA-p1                 0  0 o
cgd4_3520-RA-p1                 0  Y n4-11c17/18o
cgd4_3530-RA-p1                 0  Y n11-22c30/31o
cgd4_3540-RA-p1                 0  Y n6-16c21/22o
cgd4_3550-RA-p1                 0  Y n9-21c25/26o
cgd4_3560-RA-p1                 0  0 o
cgd4_3570-RA-p1                 0  0 o
cgd4_3580-RA-p1                 0  Y n3-15c20/21o
cgd4_3590-RA-p1                 1  Y n12-23c27/28o452-473i
cgd4_360-RA-p1                  4  0 o550-571i592-610o630-649i795-816o
cgd4_3600-RA-p1                 0  Y n17-28c33/34o
cgd4_3610-RA-p1                 0  Y n4-15c23/24o
cgd4_3620-RA-p1                 0  0 o
cgd4_3630-RA-p1                 0  Y n6-17c21/22o
cgd4_3640-RA-p1                 0  0 o
cgd4_3650-RA-p1                 0  Y n3-10c14/15o
cgd4_3660-RA-p1                 0  0 o
cgd4_3670-RA-p1                 1  0 i12-30o
cgd4_3680-RA-p1                 1  0 o6-22i
cgd4_3690-RA-p1                 0  0 o
cgd4_370-RA-p1                  0  0 o
cgd4_3700-RA-p1                 0  0 o
cgd4_3710-RA-p1                 0  0 o
cgd4_3720-RA-p1                 0  0 o
cgd4_3723-RA-p1                 2  0 o12-32i44-68o
cgd4_3730-RA-p1                 0  0 o
cgd4_3733-RA-p1                 1  Y n2-9c14/15o30-49i
cgd4_3740-RA-p1                 0  0 o
cgd4_3750-RA-p1                 0  Y n6-16c25/26o
cgd4_3760-RA-p1                 2  0 i32-48o54-75i
cgd4_3770-RA-p1                 0  0 o
cgd4_3780-RA-p1                 0  0 o
cgd4_3790-RA-p1                 0  0 o
cgd4_380-RA-p1                 12  0 i12-35o55-75i84-102o108-127i139-158o195-214i382-403o409-432i444-468o474-494i506-532o538-555i
cgd4_3800-RA-p1                 1  0 i206-225o
cgd4_3810-RA-p1                 0  0 o
cgd4_3820-RA-p1                 0  0 o
cgd4_3830-RA-p1                13  0 i12-31o893-914i1050-1080o1100-1119i1143-1164o1170-1193i1200-1217o1493-1515i1536-1559o1565-1585i1597-1616o1631-1650i1662-1686o
cgd4_3840-RA-p1                10  0 i21-38o1426-1444i1554-1573o1579-1597i1708-1729o1777-1797i1804-1825o2061-2080i2092-2115o2168-2186i
cgd4_3850-RA-p1                 0  0 o
cgd4_3860-RA-p1                 0  0 o
cgd4_3870-RA-p1                 1  0 i12-30o
cgd4_3880-RA-p1                 1  0 i125-145o
cgd4_3890-RA-p1                 0  0 o
cgd4_390-RA-p1                 10  0 i52-72o78-95i116-133o139-159i180-197o217-235i242-259o265-286i298-319o325-345i
cgd4_3900-RA-p1                 0  0 o
cgd4_3910-RA-p1                 1  0 o12-34i
cgd4_3920-RA-p1                 1  0 o257-275i
cgd4_3930-RA-p1                 3  0 o6-25i32-55o61-80i
cgd4_3940-RA-p1                 0  0 o
cgd4_3950-RA-p1                 1  0 o806-828i
cgd4_3960-RA-p1                 0  0 o
cgd4_3970-RA-p1                 1  Y n10-22c27/28o832-860i
cgd4_3980-RA-p1                 0  0 o
cgd4_3990-RA-p1                 1  0 o53-71i
cgd4_40-RA-p1                   0  0 o
cgd4_400-RA-p1                  0  0 o
cgd4_4000-RA-p1                 0  0 o
cgd4_4010-RA-p1                 0  0 o
cgd4_4020-RA-p1                 0  0 o
cgd4_4030-RA-p1                 0  0 o
cgd4_4040-RA-p1                 0  0 i
cgd4_4050-RA-p1                12  0 i15-34o61-83i90-114o120-139i151-176o182-204i267-289o309-332i339-356o362-380i392-412o424-445i
cgd4_4060-RA-p1                 0  0 o
cgd4_4070-RA-p1                 2  0 o20-44i70-91o
cgd4_4080-RA-p1                 0  0 o
cgd4_4090-RA-p1                 0  0 o
cgd4_410-RA-p1                  0  0 o
cgd4_4100-RA-p1                 0  0 o
cgd4_4110-RA-p1                 1  0 o294-314i
cgd4_4120-RA-p1                 0  0 o
cgd4_4130-RA-p1                 0  0 o
cgd4_4140-RA-p1                 3  0 i21-41o1248-1269i1415-1439o
cgd4_4150-RA-p1                 1  0 i173-201o
cgd4_4160-RA-p1                 1  0 o183-201i
cgd4_4170-RA-p1                 0  0 o
cgd4_4180-RA-p1                 0  0 i
cgd4_4190-RA-p1                 0  Y n3-11c15/16o
cgd4_420-RA-p1                  4  Y n7-17c21/22o37-61i73-94o208-228i240-259o
cgd4_4200-RA-p1                 1  0 o42-60i
cgd4_4210-RA-p1                 0  Y n8-21c26/27o
cgd4_4220-RA-p1                 0  0 o
cgd4_4230-RA-p1                 0  0 o
cgd4_4240-RA-p1                 0  0 o
cgd4_4253-RA-p1                 0  0 o
cgd4_4270-RA-p1                 0  Y n3-14c18/19o
cgd4_4280-RA-p1                 0  0 o
cgd4_4290-RA-p1                 0  0 o
cgd4_430-RA-p1                  0  0 o
cgd4_4300-RA-p1                 0  0 o
cgd4_4303-RA-p1                 0  0 o
cgd4_4310-RA-p1                 0  0 o
cgd4_4320-RA-p1                 0  0 o
cgd4_4330-RA-p1                 0  0 o
cgd4_4340-RA-p1                 0  0 o
cgd4_4350-RA-p1                 0  Y n7-14c19/20o
cgd4_4360-RA-p1                 0  0 o
cgd4_4370-RA-p1                 0  0 o
cgd4_4380-RA-p1                 0  Y n7-17c22/23o
cgd4_4390-RA-p1                 0  0 o
cgd4_440-RA-p1                  0  0 o
cgd4_4400-RA-p1                 0  0 o
cgd4_4410-RA-p1                 0  0 o
cgd4_4423-RA-p1                 0  0 o
cgd4_4440-RA-p1                10  0 i92-111o123-142i209-227o239-259i312-339o750-773i794-815o894-918i980-1001o1021-1039i
cgd4_4450-RA-p1                11  0 i78-100o106-130i151-171o191-209i221-242o262-287i299-324o336-362i462-483o489-511i523-545o
cgd4_4460-RA-p1                 0  Y n6-15c20/21o
cgd4_4470-RA-p1                 1  Y n9-20c25/26o333-356i
cgd4_4480-RA-p1                 0  Y n6-17c25/26o
cgd4_4490-RA-p1                 0  Y n6-17c25/26o
cgd4_450-RA-p1                  2  0 o1592-1611i1761-1781o
cgd4_4500-RA-p1                 0  Y n7-14c18/19o
cgd4_4503-RA-p1                 0  0 o
cgd4_460-RA-p1                  0  0 o
cgd4_470-RA-p1                  0  0 o
cgd4_480-RA-p1                  0  0 o
cgd4_490-RA-p1                  0  0 o
cgd4_50-RA-p1                   0  0 o
cgd4_500-RA-p1                  0  Y n18-29c35/36o
cgd4_510-RA-p1                  1  0 i353-371o
cgd4_520-RA-p1                  0  0 i
cgd4_530-RA-p1                  0  0 o
cgd4_540-RA-p1                  0  0 o
cgd4_550-RA-p1                  0  0 o
cgd4_560-RA-p1                  0  0 o
cgd4_570-RA-p1                  0  0 i
cgd4_580-RA-p1                  0  0 o
cgd4_590-RA-p1                  0  0 o
cgd4_60-RA-p1                   9  Y n14-25c30/31o194-215i236-255o318-338i393-418o438-457i469-488o508-527i548-579o585-614i
cgd4_600-RA-p1                  0  0 o
cgd4_610-RA-p1                  0  0 o
cgd4_620-RA-p1                  0  0 o
cgd4_63-RA-p1                   1  Y n6-21c26/27o104-123i
cgd4_630-RA-p1                  0  0 o
cgd4_640-RA-p1                  1  Y n8-18c22/23o2400-2426i
cgd4_650-RA-p1                  0  0 o
cgd4_660-RA-p1                  0  0 o
cgd4_670-RA-p1                  0  Y n6-17c25/26o
cgd4_680-RA-p1                  0  0 o
cgd4_690-RA-p1                  0  0 o
cgd4_70-RA-p1                   0  0 o
cgd4_700-RA-p1                  0  0 o
cgd4_710-RA-p1                  0  0 o
cgd4_720-RA-p1                  0  0 o
cgd4_730-RA-p1                  0  0 o
cgd4_740-RA-p1                  0  0 o
cgd4_743-RA-p1                  0  0 i
cgd4_750-RA-p1                  0  Y n5-15c20/21o
cgd4_753-RA-p1                  1  0 i130-151o
cgd4_760-RA-p1                  0  0 o
cgd4_770-RA-p1                  0  0 o
cgd4_780-RA-p1                  0  0 o
cgd4_790-RA-p1                  0  0 o
cgd4_80-RA-p1                   3  0 o710-732i739-759o787-808i
cgd4_800-RA-p1                  5  0 i350-368o374-393i405-425o431-451i463-480o
cgd4_810-RA-p1                  0  0 o
cgd4_820-RA-p1                  0  0 o
cgd4_830-RA-p1                  0  0 o
cgd4_840-RA-p1                  0  0 o
cgd4_850-RA-p1                  0  Y n8-20c25/26o
cgd4_860-RA-p1                  0  0 o
cgd4_870-RA-p1                  1  0 i9-31o
cgd4_880-RA-p1                  0  0 o
cgd4_890-RA-p1                  0  0 o
cgd4_90-RA-p1                   0  0 o
cgd4_900-RA-p1                  0  0 o
cgd4_910-RA-p1                  0  Y n4-15c22/23o
cgd4_920-RA-p1                  0  Y n3-13c18/19o
cgd4_930-RA-p1                  0  0 o
cgd4_940-RA-p1                  0  0 o
cgd4_950-RA-p1                  0  0 o
cgd4_960-RA-p1                  0  0 o
cgd4_970-RA-p1                  0  0 o
cgd4_980-RA-p1                  7  0 o20-42i67-89o109-129i141-165o171-192i307-327o347-366i
cgd4_990-RA-p1                  0  0 o
Cgd5_1900-RA-p1                 0  0 o
Cgd5_40-RA-p1                   0  Y n4-15c20/21o
Cgd5_540-RA-p1                  0  0 o
cgd5_10-RA-p1                   0  Y n3-15c19/20o
cgd5_100-RA-p1                  0  0 o
cgd5_1000-RA-p1                 0  0 o
cgd5_1010-RA-p1                 0  0 o
cgd5_1020-RA-p1                 9  0 o12-42i74-95o101-121i128-149o169-188i247-268o288-307i319-340o346-368i
cgd5_1030-RA-p1                 0  0 o
cgd5_1040-RA-p1                 0  0 o
cgd5_1050-RA-p1                 0  0 o
cgd5_1060-RA-p1                 0  0 o
cgd5_1070-RA-p1                 0  Y n3-9c13/14o
cgd5_1080-RA-p1                 4  0 o12-35i79-99o111-131i326-350o
cgd5_1090-RA-p1                 0  Y n2-9c14/15o
cgd5_110-RA-p1                  0  0 o
cgd5_1100-RA-p1                 0  0 o
cgd5_1110-RA-p1                 0  0 o
cgd5_1120-RA-p1                 0  0 o
cgd5_1130-RA-p1                 0  0 o
cgd5_1140-RA-p1                 0  0 o
cgd5_1150-RA-p1                 0  0 o
cgd5_1160-RA-p1                 0  0 o
cgd5_1170-RA-p1                 1  0 o631-650i
cgd5_1180-RA-p1                 0  0 o
cgd5_1190-RA-p1                 0  0 o
cgd5_120-RA-p1                  0  0 o
cgd5_1200-RA-p1                 0  0 o
cgd5_1210-RA-p1                 0  0 o
cgd5_1220-RA-p1                 0  Y n4-16c24/25o
cgd5_1230-RA-p1                 0  0 i
cgd5_1240-RA-p1                 1  0 o589-610i
cgd5_1250-RA-p1                 1  0 i112-130o
cgd5_1260-RA-p1                 4  0 i12-37o43-69i139-161o181-200i
cgd5_1270-RA-p1                 3  0 i142-163o169-196i230-248o
cgd5_1280-RA-p1                 0  0 o
cgd5_1290-RA-p1                 3  0 o14-37i126-147o167-183i
cgd5_130-RA-p1                  1  0 o1899-1920i
cgd5_1300-RA-p1                 3  0 o248-268i275-292o304-321i
cgd5_1310-RA-p1                 0  Y n5-15c20/21o
cgd5_1320-RA-p1                 0  0 o
cgd5_1330-RA-p1                 0  0 i
cgd5_1340-RA-p1                 7  0 o20-39i79-96o102-119i131-148o154-172i193-216o228-246i
cgd5_1350-RA-p1                 0  0 o
cgd5_1360-RA-p1                 0  0 o
cgd5_1363-RA-p1                 1  0 o230-249i
cgd5_1370-RA-p1                 3  Y n3-11c17/18o33-53i74-99o119-139i
cgd5_1380-RA-p1                 0  0 o
cgd5_1390-RA-p1                 0  0 o
cgd5_140-RA-p1                  0  0 o
cgd5_1400-RA-p1                 0  0 i
cgd5_1410-RA-p1                 1  0 o376-394i
cgd5_1423-RA-p1                 2  Y n7-18c27/28o89-107i283-300o
cgd5_1440-RA-p1                 0  Y n3-14c19/20o
cgd5_1450-RA-p1                 0  Y n6-16c21/22o
cgd5_1460-RA-p1                 0  Y n7-18c25/26o
cgd5_1470-RA-p1                 0  Y n4-15c24/25o
cgd5_1480-RA-p1                 0  Y n6-17c22/23o
cgd5_1490-RA-p1                 0  Y n6-17c23/24o
cgd5_150-RA-p1                  0  0 o
cgd5_1500-RA-p1                 4  0 i49-72o133-158i165-183o189-207i
cgd5_1510-RA-p1                 0  0 o
cgd5_1520-RA-p1                 1  0 i20-39o
cgd5_1530-RA-p1                 0  Y n3-14c18/19o
cgd5_1540-RA-p1                 0  Y n3-14c19/20o
cgd5_1550-RA-p1                 0  0 o
cgd5_1560-RA-p1                 2  0 i143-161o201-225i
cgd5_1570-RA-p1                 5  0 o69-86i98-117o123-143i150-168o183-201i
cgd5_1580-RA-p1                 0  0 i
cgd5_1590-RA-p1                 0  0 o
cgd5_160-RA-p1                  2  0 i55-74o86-106i
cgd5_1600-RA-p1                 0  0 o
cgd5_1610-RA-p1                 0  0 o
cgd5_1620-RA-p1                 0  0 o
cgd5_1630-RA-p1                11  0 i12-32o38-59i108-131o164-192i204-225o261-284i296-322o342-375i462-482o488-508i520-545o
cgd5_1640-RA-p1                 0  0 o
cgd5_1650-RA-p1                 0  0 o
cgd5_1660-RA-p1                 0  Y n3-14c19/20o
cgd5_1663-RA-p1                 1  0 o276-296i
cgd5_1670-RA-p1                 0  0 o
cgd5_1680-RA-p1                 1  0 o853-870i
cgd5_1690-RA-p1                 0  0 o
cgd5_170-RA-p1                  0  0 o
cgd5_1700-RA-p1                 0  0 o
cgd5_1710-RA-p1                 0  0 o
cgd5_1720-RA-p1                 0  0 o
cgd5_1730-RA-p1                 0  0 o
cgd5_1740-RA-p1                 0  0 o
cgd5_1750-RA-p1                 0  0 o
cgd5_1760-RA-p1                 0  0 o
cgd5_1770-RA-p1                 0  0 o
cgd5_1780-RA-p1                 0  0 o
cgd5_1790-RA-p1                 0  0 o
cgd5_180-RA-p1                  3  0 o6-28i101-119o139-155i
cgd5_1800-RA-p1                 0  0 o
cgd5_1810-RA-p1                 0  0 o
cgd5_1820-RA-p1                 0  0 o
cgd5_1823-RA-p1                 0  0 o
cgd5_1830-RA-p1                 0  0 o
cgd5_1840-RA-p1                 0  0 o
cgd5_1850-RA-p1                 7  0 o231-254i309-332o375-393i405-425o431-449i482-502o508-535i
cgd5_1860-RA-p1                 1  0 o518-536i
cgd5_1870-RA-p1                 1  0 i76-96o
cgd5_1880-RA-p1                 0  0 o
cgd5_1890-RA-p1                 0  0 o
cgd5_190-RA-p1                  0  0 o
cgd5_1910-RA-p1                 0  0 o
cgd5_1920-RA-p1                 0  0 i
cgd5_1930-RA-p1                 0  0 o
cgd5_1940-RA-p1                 0  0 o
cgd5_1950-RA-p1                 6  0 i12-31o37-55i76-97o220-238i245-263o269-291i
cgd5_1960-RA-p1                 0  0 o
cgd5_1970-RA-p1                 0  0 o
cgd5_1980-RA-p1                 0  0 o
cgd5_1990-RA-p1                 2  0 i51-71o101-120i
cgd5_1993-RA-p1                 0  0 o
cgd5_20-RA-p1                   2  0 o6-22i595-613o
cgd5_200-RA-p1                  0  0 o
cgd5_2000-RA-p1                 0  0 o
cgd5_2010-RA-p1                 0  0 o
cgd5_2020-RA-p1                 0  Y n4-15c20/21o
cgd5_2030-RA-p1                 0  0 o
cgd5_2040-RA-p1                 0  0 o
cgd5_2050-RA-p1                 0  0 o
cgd5_2060-RA-p1                 0  Y n6-16c21/22o
cgd5_2070-RA-p1                 0  0 o
cgd5_2080-RA-p1                 3  0 i126-149o1476-1496i1586-1606o
cgd5_2090-RA-p1                 0  0 o
cgd5_210-RA-p1                  2  0 o232-249i497-521o
cgd5_2100-RA-p1                 1  0 o408-430i
cgd5_2110-RA-p1                 0  0 i
cgd5_2120-RA-p1                 0  0 o
cgd5_2130-RA-p1                 0  0 o
cgd5_2140-RA-p1                 0  0 o
cgd5_2150-RA-p1                 8  0 o6-24i44-62o74-100i207-227o233-258i265-286o292-313i325-345o
cgd5_2160-RA-p1                 0  0 o
cgd5_2163-RA-p1                 0  0 o
cgd5_2170-RA-p1                 0  0 o
cgd5_2180-RA-p1                 0  0 o
cgd5_2190-RA-p1                 0  Y n5-15c20/21o
cgd5_220-RA-p1                  0  0 o
cgd5_2200-RA-p1                 0  0 o
cgd5_2210-RA-p1                 0  0 o
cgd5_2220-RA-p1                 0  0 i
cgd5_2230-RA-p1                 1  Y n5-16c20/21o209-232i
cgd5_2240-RA-p1                10  0 i12-29o35-53i117-137o149-167i216-236o248-266i278-298o304-325i332-354o395-413i
